#1.3																																			
494	34	1	11																																
id	ppName	20087-50060-10008-nan	20088-50060-10029-nan	20089-50060-10046-nan	20090-50060-10049-nan	20091-50060-10050-nan	20092-50060-10068-nan	20093-50060-10017-10	20094-50061-10079-10	20095-50061-10080-10	20097-50061-10086-10	20097-50454-10086-10	20098-50061-10087-10	20098-50454-10087-10	20099-50061-10091-10	20099-50454-10091-10	20100-50061-10092-10	20100-50454-10092-10	20101-50061-10093-10	20101-50454-10093-10	20102-50061-10094-10	20102-50454-10094-10	20103-50061-10106-10	20103-50454-10106-10	20104-50454-10200-0.05	20104-50454-10200-0.5	20104-50454-10200-5	20105-50061-10201-10	20106-50061-10070-10	20106-50454-10070-10	20204-51097-10075-1	20206-50811-10129-1	20207-51099-10188-1	20209-50335-10337-1	20210-50811-10351-1
hmsDatasetID	na	20087	20088	20089	20090	20091	20092	20093	20094	20095	20097	20097	20098	20098	20099	20099	20100	20100	20101	20101	20102	20102	20103	20103	20104	20104	20104	20105	20106	20106	20204	20206	20207	20209	20210
200633	"ABL,ARG"	nan	nan	nan	nan	nan	nan	96.2	-1.9	2.7	-2.8	nan	-38.1	nan	83.8	nan	91.1	nan	-63.6	nan	-28.7	nan	70.4	nan	12.2	39.9	80.6	-2.6	-31.1	nan	25.73794561	-12.2	-62.8	95	>90
200634	"ABL,ARG"	nan	nan	nan	nan	nan	nan	nan	-3	-4.2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	7.8	nan	nan	nan	nan	-49.5	nan	nan
200635	ACK	nan	nan	nan	nan	nan	nan	nan	44.6	4.1	69	nan	-2.4	nan	79.4	nan	30.9	nan	81.4	nan	40.4	nan	87.9	nan	-22.3	0.3	25.4	94	-1	nan	nan	-39.5	-6.4	72.3	-33.4
200636	AGK	nan	nan	nan	nan	nan	nan	~NI	-0.8	20.1	nan	5.8	nan	-1.4	nan	-17.8	nan	-18.2	nan	4.6	nan	-18.4	nan	-6.7	-2	2.2	-6.6	-2.5	nan	-1.8	nan	nan	-23.6	nan	nan
200637	AKT1	nan	nan	nan	nan	nan	nan	3.8	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
200638	"AKT2,AKT3"	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-6.5	nan	nan	nan	nan	nan	nan	nan
200639	"AMPKa1,AMPKa2"	nan	nan	nan	nan	nan	nan	8.8	17.4	6.4	10.7	12.6	-34.6	16.2	91.3	93.6	63	57.2	-11	14.3	-16.3	11.7	88.8	91.5	20.6	-40.9	23.4	19.7	-14.5	11.3	29.49947815	nan	-28.3	98.2	nan
200640	"AMPKa1,AMPKa2"	nan	nan	nan	nan	nan	nan	nan	31	42.9	28.4	16	-16.3	-2.4	90.9	91.3	55.4	75.7	-1.2	7.8	6.7	3.9	88.7	90.3	-1.6	-10.3	13	25.7	-30.6	20.3	nan	8.3	nan	nan	9.6
200641	ARAF	nan	nan	nan	nan	nan	nan	24	2.9	-11.4	0.3	nan	4.5	nan	-20.3	nan	6.2	nan	-23.1	nan	-15.6	nan	1.1	nan	-15.6	-8.5	9.6	13.7	-2.4	nan	57.4717555	nan	19.1	nan	nan
200642	ATM	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
200643	ATR	nan	nan	nan	nan	nan	nan	9.7	86.9	>95	2.5	-10.3	-8.9	21.6	-22.3	-16	8.1	3.6	-18	5.4	-5.7	6.1	-2.1	16.8	3.3	-11.6	5	0.8	-80.8	7.4	78.07794049	-76.7	-76.7	>98	21.3
200644	AurA	nan	nan	nan	nan	nan	nan	5.1	36.7	11.1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	10.2	11.2	4	12.8	nan	nan	nan	14.5	nan	nan	-1.2
200645	"AurA,AurB,AurC"	nan	nan	nan	nan	nan	nan	9.6	5.7	4.8	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-6.5	nan	nan	nan	nan	nan	nan	nan
200646	AXL	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
200647	BRAF	nan	nan	nan	nan	nan	nan	27.1	33.8	39.5	0.9	nan	15	nan	7.5	nan	4.5	nan	-9	nan	-15.5	nan	-6.9	nan	7.2	35.7	80.1	6.7	-6.5	nan	63.68312741	31	-2	7.6	-17
200648	CaMK1a	nan	nan	nan	nan	nan	nan	nan	nan	nan	20.5	nan	-10.7	nan	4.2	nan	0.8	nan	-11.7	nan	-6.3	nan	-16.8	nan	-11.2	-12.5	-3.3	nan	10.8	nan	-27.71597238	nan	nan	94.5	nan
200649	KCC2D	nan	nan	nan	nan	nan	nan	33.7	-13.2	-1.1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	6.7	0.1	4.8	82.8	nan	nan	nan	nan	nan	nan	nan
200650	CaMK2g	nan	nan	nan	nan	nan	nan	2.5	-19.2	-9.5	55.3	63.4	-16.1	-2.6	39.3	47.3	19.9	21	55.2	50.6	2.7	7.2	19.3	33	6.3	5.2	14	76.2	63.5	64.5	-15.78345401	nan	41.2	87.9	nan
200651	CaMK2g	nan	nan	nan	nan	nan	nan	nan	-7.2	3.2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-12.7	-17.9	3.3	86	nan	nan	nan	nan	nan	nan	nan
200652	CaMKK2	nan	nan	nan	nan	nan	nan	nan	33.1	2.6	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	> 97.2	nan	nan	nan	nan	nan	nan	nan
200653	CASK	nan	nan	nan	nan	nan	nan	nan	-0.9	29.6	nan	16.1	nan	-9.9	nan	26.8	nan	16	nan	7.6	nan	1.6	nan	22.4	-8.1	-17.6	5.6	1.4	nan	-33.4	13.79525009	nan	16.8	82.6	nan
200654	CDC2	nan	nan	nan	nan	nan	nan	nan	2.7	6.1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-3.6	-0.5	3.4	-9.4	nan	nan	7.249150054	16.6	-13.1	96.9	52.2
200655	CDK10	nan	nan	nan	nan	nan	nan	6.5	-34.8	-33.4	nan	-23.1	nan	14.6	nan	49.2	nan	12.9	nan	-12.2	nan	-8.1	nan	81.3	nan	nan	nan	-17.2	nan	nan	nan	nan	nan	nan	nan
200656	"CDK11,CDK8"	nan	nan	nan	nan	nan	nan	-2.7	37.4	-0.8	nan	-1.2	nan	16.3	nan	16.6	nan	0.7	nan	6.2	nan	2.8	nan	7.1	-4.7	15.1	36.8	0.6	nan	-14.6	18.2342496	-51.4	-34.8	90.2	52.1
200657	CDK2	nan	nan	nan	nan	nan	nan	-19.9	0.4	-1.6	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.8	-5.7	15.3	-8.7	nan	nan	nan	nan	nan	nan	nan
200658	CDK2	nan	nan	nan	nan	nan	nan	-2.1	10.6	-2	2.8	11.9	-4.5	6.3	-11	5.9	6.7	14.8	-15.8	3.3	-18.6	9.2	-11.3	-4.2	7.6	14	15.5	5.7	0.5	-10.5	-8.525927163	-1.6	26.5	98.7	61.5
200659	CDK4	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	6.738395305	nan	2.8	nan	nan
200660	CDK5	nan	nan	nan	nan	nan	nan	-13.8	34.2	23.2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	17.9	nan	nan	nan	nan	nan	nan	nan
200661	CDK5	nan	nan	nan	nan	nan	nan	nan	-0.3	6.3	nan	-22.3	nan	16.3	nan	-1.9	nan	34	nan	-9.5	nan	1	nan	2.4	3	-11.7	21.8	7.1	nan	3.6	nan	nan	nan	nan	nan
200662	CDK6	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-24.10699447	nan	31.8	nan	nan
200663	CDK7	nan	nan	nan	nan	nan	nan	23.5	1.8	2.9	8.1	nan	-15.7	nan	45.8	nan	54.2	nan	-2.7	nan	-11.2	nan	62.7	nan	7.1	20.8	12.7	17.4	-6.7	nan	-4.444192192	7.9	6.7	95.3	-0.6
200664	CDK9	nan	nan	nan	nan	nan	nan	-19.4	-25.4	-14.9	nan	-13.6	nan	3.3	nan	-34.5	nan	4.2	nan	2.1	nan	-16.1	nan	14.3	12.4	28.3	25.4	-20.4	nan	-9.1	-1.851232927	nan	-17.6	97.9	nan
200665	CHK1	nan	nan	nan	nan	nan	nan	6.3	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
200666	CHK2	nan	nan	nan	nan	nan	nan	nan	-11.5	1.4	nan	22	nan	0.6	nan	49.6	nan	42.7	nan	14	nan	2.6	nan	22.9	10.3	4.3	13.8	98	nan	31	nan	-1.2	nan	nan	-0.4
200667	KC1A	nan	nan	nan	nan	nan	nan	-2	3.6	-15.7	nan	-9.4	nan	17.3	nan	-16.6	nan	-0.4	nan	6.1	nan	-1.7	nan	28.1	-3	15.1	12.1	31	nan	-2.9	14.057419	-61.7	-36.3	81	20.6
200668	"CK1d,CK1e"	nan	nan	nan	nan	nan	nan	nan	18.8	8.1	nan	16.7	nan	14.5	nan	-12.3	nan	-1.7	nan	-12.2	nan	-5.8	nan	11.8	nan	nan	nan	14.3	nan	14.1	nan	nan	-45.8	85.3	nan
200669	CSK	nan	nan	nan	nan	nan	nan	97	-0.1	-1.4	-2.4	-1.9	-8	4	-2	13.9	3.2	-6.1	3	-13.6	-7	-16.1	-14.1	-23.4	-6.9	1.4	48.9	1.9	-5.2	-11	7.682513184	25.6	-3.2	92.1	8.2
200670	CSK	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	13	nan	nan	nan	nan	nan	nan	nan
200671	DMPK	nan	nan	nan	nan	nan	nan	nan	nan	nan	-11.2	nan	16.5	nan	-6.6	nan	-5.1	nan	-13.2	nan	-15.7	nan	-4.3	nan	nan	nan	nan	nan	-7.7	nan	nan	nan	nan	nan	nan
200672	DNAPK	nan	nan	nan	nan	nan	nan	nan	87.9	>98	nan	13.2	nan	34.1	nan	82.5	nan	66.4	nan	3.6	nan	11.8	nan	75.9	26	32.7	35.6	-19.7	nan	24.9	84.93363802	nan	8.4	>97	nan
200673	DNAPK	nan	nan	nan	nan	nan	nan	18.9	82	99.5	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.3	nan	nan	nan	nan	nan	nan	nan
200674	DNAPK	nan	nan	nan	nan	nan	nan	nan	76.2	99.5	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.3	nan	nan	41.71428541	-20.7	18.9	98.8	34
200675	DNAPK	nan	nan	nan	nan	nan	nan	nan	nan	nan	6.4	6.5	-21.2	2.7	46.1	73.5	29.7	4.9	12.3	31	-7.2	0.1	30.5	51.4	-6.3	-7.6	-1.8	nan	-23.8	-22.7	nan	nan	nan	nan	nan
200676	eEF2K	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
200677	eEF2K	nan	nan	nan	nan	nan	nan	26.2	-33	-32.2	-18.4	-5.3	-28.6	10.7	0.2	-3.6	-9.9	-13.3	-22.1	3.8	-13.5	-5.5	-9.2	-2.6	10.4	8.1	3.1	-11.9	-4.9	-16.5	-21.72541845	-28.9	8	-2.3	3.1
200678	EGFR	nan	nan	nan	nan	nan	nan	-8.3	-3.8	11.2	nan	1.4	nan	1.2	nan	3.7	nan	7.8	nan	-6.8	nan	-5.4	nan	-0.3	8.1	7.8	-1	-0.1	nan	10.7	nan	nan	nan	nan	nan
200679	EPHA2	nan	nan	nan	nan	nan	nan	66.8	10.4	22.2	nan	-4.8	nan	-0.5	nan	4.4	nan	1.4	nan	-18.1	nan	-2	nan	2.2	83.1	97	97	19.6	nan	-2.8	nan	nan	nan	>98	nan
200680	Erk1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-37.1	-32.3	2.3	nan	nan	nan	nan	nan	nan	nan	nan
200681	Erk1	nan	nan	nan	nan	nan	nan	0.9	-4	-9.2	-1.1	10.8	-6.6	11.2	-11.9	14.5	4.2	2.9	-17.1	4.5	-20.3	10.8	-16.3	-24.1	1	11.4	6.7	3.1	7.7	-1.2	8.257189818	-35.7	10.6	1.5	2.2
200682	Erk5	nan	nan	nan	nan	nan	nan	nan	0.9	-26.5	96.8	nan	-8.8	nan	96.5	nan	95.4	nan	96.3	nan	96	nan	97.4	nan	1.4	-14.3	6.8	3	22.6	nan	nan	nan	18	nan	nan
200683	FAK	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	60	nan	32.6	nan	80.3	nan	34	nan	90.3	nan	54	nan	85.4	-1.6	-6.8	23.8	86.6	nan	90.1	nan	nan	2.9	nan	nan
200684	FER	nan	nan	nan	nan	nan	nan	nan	6	14.2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	92.4	nan	nan	nan	nan	nan	nan	nan
200685	FER	nan	nan	nan	nan	nan	nan	nan	2.2	6.5	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	95.1	nan	nan	nan	nan	nan	nan	nan
200686	FER	nan	nan	nan	nan	nan	nan	33.1	9	12.5	35	25.4	-20.4	5	28.5	51.1	14.6	-8.1	12.4	39.3	-2.2	5.2	30.6	42.4	-15.7	-26.8	-4.6	95.1	16.4	43.3	17.35545574	-16.3	-9.1	99.8	-21.4
200687	"FYN,SRC,YES"	nan	nan	nan	nan	nan	nan	74.2	-1.9	53.1	nan	7.2	nan	6.7	nan	66.9	nan	41.6	nan	6.2	nan	8.9	nan	70.5	-3.4	30.9	51.4	18.2	nan	-44.1	62.9318999	7.8	11	83.9	39.2
200688	GCK	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.2	nan	nan	nan	nan	nan	nan	nan
200689	GCK	nan	nan	nan	nan	nan	nan	nan	16.5	15.4	11.9	nan	-2.7	nan	3.1	nan	10.2	nan	-32.5	nan	-26.2	nan	15	nan	5.7	5.5	21.1	34.1	3.2	nan	nan	nan	nan	nan	nan
200690	GCK	nan	nan	nan	nan	nan	nan	nan	4.7	0.1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2.7	5.1	9.4	nan	nan	nan	-52.47193008	-5.5	9	96.5	26.1
200691	GCN2_domain2	nan	nan	nan	nan	nan	nan	11.2	16.5	26.6	nan	3.8	nan	2	nan	-4.6	nan	7.1	nan	0	nan	7.6	nan	0.2	-1.8	3.1	-3.2	-20.6	nan	-4	45.91026666	nan	-12.9	90.9	nan
200692	GCN2_domain2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2.5	16.7	11.1	nan	nan	nan	nan	nan	nan	nan	nan
200693	GSK3A	nan	nan	nan	nan	nan	nan	12.6	-2.5	-5.1	1.3	nan	-7.2	nan	-3.2	nan	-5.7	nan	-12.2	nan	-8.6	nan	-16.7	nan	6.8	9.7	6.7	2.9	-3.8	nan	12.82982094	0.1	19.8	>99	5.4
200694	GSK3B	nan	nan	nan	nan	nan	nan	15.2	-7.4	-9.2	nan	10.1	nan	9.4	nan	27.7	nan	7.2	nan	5.4	nan	6.7	nan	2.9	5.4	8.7	1.7	0.9	nan	-7	-63.22002885	8.9	26.1	>99	32.9
200695	IKKA	nan	nan	nan	nan	nan	nan	38.5	25.2	10.9	-7.5	nan	-4.4	nan	2.5	nan	-1.7	nan	-9.4	nan	-11.2	nan	-7.3	nan	11.4	19.4	12.3	15	-14.5	nan	10.25359992	nan	12.7	5.2	nan
200696	IKKB	nan	nan	nan	nan	nan	nan	nan	-1.8	4.7	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-1.6	8.8	20.5	-0.7	nan	nan	21.13647451	nan	-9.1	-12	nan
200697	"IKKE,TBK1"	nan	nan	nan	nan	nan	nan	nan	2.3	-27	-0.2	-14.2	-46.4	12.1	-1.3	27.1	10.5	29	-26.4	1.5	-12.5	1.5	24.9	64.7	-14.8	-6.5	16.2	7.7	-18.4	12.4	nan	-66.6	nan	nan	7.2
200698	ILK	nan	nan	nan	nan	nan	nan	nan	4.5	5.5	nan	3.8	nan	21.9	nan	0	nan	8.5	nan	9.2	nan	6	nan	-11.9	-8.2	7.7	26.4	-3.5	nan	-3.9	nan	-37.6	nan	nan	-26.6
200699	ILK	nan	nan	nan	nan	nan	nan	12.3	-18.9	1.6	3	16.3	-7.3	-3.1	nan	nan	0.3	3	-6.5	3.5	-4.9	17.7	nan	nan	-3.2	-4.2	13.9	14	-4.3	-18.2	13.05452604	nan	5.2	18	nan
200700	IRAK1	nan	nan	nan	nan	nan	nan	49.4	18.3	18.2	nan	-5.1	nan	13.3	nan	17	nan	19.9	nan	-1.9	nan	4.3	nan	0.5	-18.6	-14.9	3	46.1	nan	-6.1	70.76822338	nan	-21.5	83.1	nan
200701	IRAK4	nan	nan	nan	nan	nan	nan	3.5	5.4	-6.4	15.5	14.7	11.1	4.7	-0.7	2.8	-6.1	5	-1.8	-12.8	2.8	2.8	-10	-17.4	-1.9	10.3	10.1	12.9	-7.3	-8.9	-2.47838891	5.7	6.8	97.3	33.1
200702	IRE1	nan	nan	nan	nan	nan	nan	nan	5.5	10.6	5	nan	-26.2	nan	-23.3	nan	6.6	nan	-19.3	nan	-10.9	nan	-25.1	nan	5.4	-3.4	12.9	0.3	-3.4	nan	5.339267666	nan	-21.1	68.7	nan
200703	ITPK1	nan	nan	nan	nan	nan	nan	nan	-23.4	9.6	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-11.7	-5.2	-8.1	1.9	nan	nan	34.13986871	nan	nan	25.7	nan
200704	JAK1	nan	nan	nan	nan	nan	nan	nan	12.4	49	8.3	nan	31.1	nan	91	nan	93.2	nan	8.2	nan	-10.4	nan	92.9	nan	-15.8	-24.7	-27.5	11.8	84.2	nan	nan	-61.4	36.7	41.7	29.6
200705	JAK1_domain2	nan	nan	nan	nan	nan	nan	nan	25.2	49.5	11.2	nan	-15.5	nan	-158.2	nan	14.8	nan	-22	nan	-18.1	nan	-208.2	nan	nan	nan	nan	12	-12.2	nan	nan	-24.2	nan	nan	19.3
200706	JAK1_domain2	nan	nan	nan	nan	nan	nan	12	27.1	40	1.8	nan	-6.3	nan	-1.6	nan	-10.2	nan	4.2	nan	6.5	nan	3.9	nan	0.1	10.4	50.7	-16.3	-25.1	nan	60.68936501	nan	-2.5	95.8	nan
200707	"JNK1,JNK2,JNK3"	nan	nan	nan	nan	nan	nan	25.9	-4	-0.1	-1.1	4.8	-10.1	-1.4	2.5	12.9	-3.2	8.4	-12.7	4.8	-0.1	10.6	-19.8	6.1	-8.1	4.8	9.3	10.7	-11.9	-7.8	13.40506031	-3.3	22.1	>98	10.7
200708	KHS1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	39.2	nan	nan	nan	nan	nan	nan	nan
200709	KHS1	nan	nan	nan	nan	nan	nan	35	7.9	16.6	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	17.4	nan	nan	nan	nan	nan	nan	nan
200710	KHS1	nan	nan	nan	nan	nan	nan	nan	1.4	10.8	nan	-7.4	nan	-8.6	nan	-0.1	nan	5.5	nan	-17.9	nan	-7.6	nan	25.3	-2.9	-7.9	1.3	34.8	nan	0.3	-0.477114387	14.5	5.1	51.5	-13
200711	LATS1	nan	nan	nan	nan	nan	nan	15.4	25.2	29.2	5.2	nan	-11	nan	-1	nan	-8.8	nan	-3	nan	0.4	nan	-36	nan	-3.2	-7.2	5.1	4.5	-22.5	nan	26.42303305	nan	7.3	92.4	nan
200712	LKB1	nan	nan	nan	nan	nan	nan	nan	nan	nan	-5.1	6.5	-13	1.6	5	32.7	-1.4	9.7	-11.2	6.5	-8.3	7.3	-4.5	-8.5	0.2	4.5	9.5	nan	-8.7	-14.1	14.63647065	-6.9	8.7	87.6	-2.5
200713	LKB1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
200714	LOK	nan	nan	nan	nan	nan	nan	22.5	27.8	33.6	9.7	5	-23.9	15.3	-4.6	-4.8	30.5	16	-10.4	1.2	15	7	40.3	42	2.8	17.9	26.7	27.1	7.9	-0.2	-21.24010057	-60.1	-42.1	98	63
200715	LOK	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
200716	LOK	nan	nan	nan	nan	nan	nan	nan	-0.3	20.5	10.6	-3	-3	16	55.6	59.4	45.6	47.7	2.9	-5.8	-9.7	4	61.8	84.5	1.8	-14.4	2.7	> 90.0	46.8	34.4	nan	nan	nan	nan	nan
200717	LRRK2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	45.4508605	nan	nan	nan	nan
200718	MAP2K1	nan	nan	nan	nan	nan	nan	12.7	12.4	10.5	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.6	nan	nan	nan	-41.4	-21.7	98	-11.8
200719	"MAP2K1,MAP2K2"	nan	nan	nan	nan	nan	nan	16.6	-8.3	-16.3	-8.5	8.5	-6	-16.1	-6.4	-5	2.5	-4.3	-12.1	-7.5	-11.6	0	-20	-7.5	2.6	8.1	11.9	-2.3	-17.5	4.1	7.910761282	-8.8	9.3	98.5	0.4
200720	"MAP2K1,MAP2K2"	nan	nan	nan	nan	nan	nan	nan	14.1	6.8	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	6.5	nan	nan	nan	nan	nan	nan	nan
200721	"MAP2K1,MAP2K2"	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
