#1.3																												
494	28	0	3																									
id	10uM HG-6-64-01 (A-375)	10uM Torin1 (HeLa)	10uM Torin2 (HeLa)	10uM XMD11-50 (HeLa)	10uM XMD11-50 (PC-3)	10uM XMD11-85h (HeLa)	10uM XMD11-85h (PC-3)	10uM XMD16-144 (HeLa)	10uM XMD16-144 (PC-3)	10uM JWE-035 (HeLa)	10uM JWE-035 (PC-3)	10uM XMD8-85 (HeLa)	10uM XMD8-85 (PC-3)	10uM XMD8-92 (HeLa)	10uM XMD8-92 (PC-3)	10uM XMD-12 (HeLa)	10uM XMD-12 (PC-3)	0.05uM NVP-BHG712 (PC-3)	0.5uM NVP-BHG712 (PC-3)	5uM NVP-BHG712 (PC-3)	10uM CH5424802 (HeLa)	10uM NPK76-II-72-1 (HeLa)	10uM NPK76-II-72-1 (PC-3)	1uM QL-X-138 (BCWM.1)	1uM Ibrutinib (Ramos (RA 1))	1uM BX795 (NGP)	1uM OTSSP167 (MDA-MB-468)	1uM DCC-2036 (Ramos (RA 1))
IKKE+TBK1	nan	2.3	-27	-0.2	-14.2	-46.4	12.1	-1.3	27.1	10.5	29	-26.4	1.5	-12.5	1.5	24.9	64.7	-14.8	-6.5	16.2	7.7	-18.4	12.4	nan	-66.6	nan	nan	7.2
ILK	12.3	-6.1	5.5	3	10.05	-7.3	9.4	1	1.5	0.3	5.75	-6.5	6.35	-4.9	11.85	-4	-12.2	-5.7	1.75	20.15	13.1	-4.3	-11.05	13.05452604	-37.6	5.2	18	-26.6
INSR	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
IRAK1	49.4	18.3	18.2	nan	-5.1	nan	13.3	nan	17	nan	19.9	nan	-1.9	nan	4.3	nan	0.5	-18.6	-14.9	3	46.1	nan	-6.1	70.76822338	nan	-21.5	83.1	nan
IRAK3	nan	nan	nan	7.4	nan	-3.2	nan	19.2	nan	33	nan	28.6	nan	7.3	nan	23.7	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
IRAK4	3.5	5.4	-6.4	15.5	14.7	11.1	4.7	-0.7	2.8	-6.1	5	-1.8	-12.8	2.8	2.8	-10	-17.4	-1.9	10.3	10.1	12.9	-7.3	-8.9	-2.47838891	5.7	6.8	97.3	33.1
IRE1	nan	5.5	10.6	5	nan	-26.2	nan	-23.3	nan	6.6	nan	-19.3	nan	-10.9	nan	-25.1	nan	5.4	-3.4	12.9	0.3	-3.4	nan	5.339267666	nan	-21.1	68.7	nan
ITPK1	nan	-23.4	9.6	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-11.7	-5.2	-8.1	1.9	nan	nan	34.13986871	nan	nan	25.7	nan
JAK1	nan	12.4	49	8.3	nan	31.1	nan	91	nan	93.2	nan	8.2	nan	-10.4	nan	92.9	nan	-15.8	-24.7	-27.5	11.8	84.2	nan	nan	-61.4	36.7	41.7	29.6
JAK1 domain2	nan	38.2	52.3	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.7	14.8	39.5	19.5	nan	nan	nan	nan	nan	nan	nan
JAK1_domain2	12	26.15	44.75	6.5	nan	-10.9	nan	-79.9	nan	2.3	nan	-8.9	nan	-5.8	nan	-102.15	nan	0.1	10.4	50.7	-2.15	-18.65	nan	60.68936501	-24.2	-2.5	95.8	19.3
JAK2 domain2	nan	nan	nan	9.8	nan	-1.1	nan	4.5	nan	12.8	nan	10.6	nan	-9.3	nan	-7.6	nan	nan	nan	nan	nan	-0.9	nan	nan	nan	nan	nan	nan
JAK3 domain2	nan	nan	nan	-57.8	nan	-13.7	nan	-48.5	nan	28.3	nan	-25.7	nan	-68.4	nan	12.8	nan	nan	nan	nan	nan	-58.5	nan	60.82830234	nan	nan	nan	nan
JNK1+JNK2+JNK3	25.9	-4	-0.1	-1.1	4.8	-10.1	-1.4	2.5	12.9	-3.2	8.4	-12.7	4.8	-0.1	10.6	-19.8	6.1	-8.1	4.8	9.3	10.7	-11.9	-7.8	13.40506031	-3.3	22.1	98	10.7
KC1A	-2	3.6	-15.7	nan	-9.4	nan	17.3	nan	-16.6	nan	-0.4	nan	6.1	nan	-1.7	nan	28.1	-3	15.1	12.1	31	nan	-2.9	14.057419	-61.7	-36.3	81	20.6
KC1G1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-1.8	nan	nan	8.4
KC1G2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	16.69415688	-17.8	nan	89.7	20.1
KCC2B	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-5.3	nan	nan
KCC2D	33.7	-13.2	-1.1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	6.7	0.1	4.8	82.8	nan	nan	6.541139364	24.6	17.4	93.1	-4.2
