	('cellCount',)	('percentApoptoticCells',)	('percentDeadCells',)
('Taxol-5986', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: KYSE-180', 'clCenterSpecificID: 50026', 'recordedWell: L16', 'controlType: ', 'assayCompoundConcentration: 0.411523333', 'day: 2.0')	-0.562195796758	3.09080105827	3.88132406112
('Taxol-6070', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: KYSE-180', 'clCenterSpecificID: 50026', 'recordedWell: N18', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 2.0')	-0.565960933477	3.15398495356	3.81966251775
('Taxol-5758', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: KYSE-180', 'clCenterSpecificID: 50026', 'recordedWell: F22', 'controlType: ', 'assayCompoundConcentration: 0.015243333', 'day: 2.0')	-0.550900386602	2.98294959787	3.95850058721
('Staurosporine-3790', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: K18', 'controlType: ', 'assayCompoundConcentration: 0.411523333', 'day: 2.0')	-0.454261877488	3.19519473793	3.64109450974
('BI-2536-5614', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: KYSE-180', 'clCenterSpecificID: 50026', 'recordedWell: C10', 'controlType: ', 'assayCompoundConcentration: 0.045726667', 'day: 2.0')	-0.579766434779	2.92016035196	3.76212559104
('BI-2536-3450', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: C08', 'controlType: ', 'assayCompoundConcentration: 33.33333333', 'day: 2.0')	-0.454261877488	2.08367674339	4.4623391385
('Taxol-6066', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: KYSE-180', 'clCenterSpecificID: 50026', 'recordedWell: N16', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 2.0')	-0.572236161342	2.57644053013	4.08443348143
('XMD-12-3824', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: L15', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 2.0')	-0.485638016811	3.11974779598	3.4376936763
('BI-2536-3606', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: G06', 'controlType: ', 'assayCompoundConcentration: 3.703706667', 'day: 2.0')	-0.474342606654	3.01817017377	3.52260442611
('Staurosporine-3546', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: E16', 'controlType: ', 'assayCompoundConcentration: 11.11111333', 'day: 2.0')	-0.427905920457	3.23041803122	3.21994308702
('Taxol-5990', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: KYSE-180', 'clCenterSpecificID: 50026', 'recordedWell: L18', 'controlType: ', 'assayCompoundConcentration: 0.411523333', 'day: 2.0')	-0.570981115769	2.73845538829	3.84574470251
('BI-2536-3446', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: C06', 'controlType: ', 'assayCompoundConcentration: 33.33333333', 'day: 2.0')	-0.504463700404	2.05181472848	4.39547975812
('Staurosporine-3710', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: I18', 'controlType: ', 'assayCompoundConcentration: 1.23457', 'day: 2.0')	-0.427905920457	3.15459845776	3.13056707649
('Staurosporine-3626', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: G16', 'controlType: ', 'assayCompoundConcentration: 3.703706667', 'day: 2.0')	-0.465557287644	2.83661961388	3.28700598841
('Taxol-5754', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: KYSE-180', 'clCenterSpecificID: 50026', 'recordedWell: F20', 'controlType: ', 'assayCompoundConcentration: 0.015243333', 'day: 2.0')	-0.5370948853	2.45878199083	3.72066639788
('BI-2536-3458', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: C12', 'controlType: ', 'assayCompoundConcentration: 0.045726667', 'day: 2.0')	-0.455516923061	2.68129142893	3.40723007949
('BI-2536-5618', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: KYSE-180', 'clCenterSpecificID: 50026', 'recordedWell: C12', 'controlType: ', 'assayCompoundConcentration: 0.045726667', 'day: 2.0')	-0.616162756393	2.43062915055	3.78073900191
('MPS-1-IN-1-3620', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: G13', 'controlType: ', 'assayCompoundConcentration: 1.23457', 'day: 2.0')	-0.466812333217	2.77648170946	3.28425231874
('Staurosporine-3786', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: K16', 'controlType: ', 'assayCompoundConcentration: 0.411523333', 'day: 2.0')	-0.465557287644	2.67627588403	3.29582832947
('MPS-1-IN-1-3624', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: G15', 'controlType: ', 'assayCompoundConcentration: 1.23457', 'day: 2.0')	-0.501953609259	2.7891009439	3.21521939932
('XMD-12-3820', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: L13', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 2.0')	-0.441711421759	2.93280104685	2.96343242296
('BI-2536-4010', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: E08', 'controlType: ', 'assayCompoundConcentration: 11.11111333', 'day: 2.0')	-0.560940751185	2.29273772348	3.7104756636
('Taxol-5910', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: KYSE-180', 'clCenterSpecificID: 50026', 'recordedWell: J18', 'controlType: ', 'assayCompoundConcentration: 1.23457', 'day: 2.0')	-0.570981115769	2.44165968433	3.49280707861
('XMD-12-3744', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: J15', 'controlType: ', 'assayCompoundConcentration: 0.411523333', 'day: 2.0')	-0.451751786342	2.79315299805	2.97777111247
('Taxol-3594', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: F20', 'controlType: ', 'assayCompoundConcentration: 0.015243333', 'day: 2.0')	-0.455516923061	1.80326421446	3.96294882283
('BI-2536-3454', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: C10', 'controlType: ', 'assayCompoundConcentration: 0.045726667', 'day: 2.0')	-0.471832515509	2.35075912551	3.39658796698
('Taxol-3514', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: D20', 'controlType: ', 'assayCompoundConcentration: 0.045726667', 'day: 2.0')	-0.439201330613	1.76101276198	3.92998728769
('Taxol-3598', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: F22', 'controlType: ', 'assayCompoundConcentration: 0.015243333', 'day: 2.0')	-0.449241695196	1.93059110616	3.68854973382
('BI-2536-4006', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: E06', 'controlType: ', 'assayCompoundConcentration: 11.11111333', 'day: 2.0')	-0.592316890508	2.34295852934	3.39945449894
('Taxol-3590', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: F18', 'controlType: ', 'assayCompoundConcentration: 11.11111333', 'day: 2.0')	-0.473087561082	1.87001542242	3.74824587012
('Taxol-3666', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: H16', 'controlType: ', 'assayCompoundConcentration: 3.703706667', 'day: 2.0')	-0.451751786342	1.70628804794	3.88890002225
('MPS-1-IN-1-3544', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: E15', 'controlType: ', 'assayCompoundConcentration: 3.703706667', 'day: 2.0')	-0.454261877488	2.90266060625	2.68265104586
('RO-3306-3604', 'smCenterCompoundID: 10104.0', 'smSalt: 101.0', 'smLincsID: LSM-1104', 'smName: RO-3306', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: G05', 'controlType: ', 'assayCompoundConcentration: 3.703706667', 'day: 2.0')	-0.316206864468	2.44495692974	2.97429600377
('Taxol-3589', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: F18', 'controlType: ', 'assayCompoundConcentration: 11.11111333', 'day: 1.0')	-0.469322424363	2.31768584915	3.19508976052
('Taxol-3586', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: F16', 'controlType: ', 'assayCompoundConcentration: 11.11111333', 'day: 2.0')	-0.453006831915	1.60971245333	3.85911480513
('Taxol-3510', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: D18', 'controlType: ', 'assayCompoundConcentration: 33.33333333', 'day: 2.0')	-0.45928205978	1.56993027686	3.87963552489
('Taxol-3670', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: H18', 'controlType: ', 'assayCompoundConcentration: 3.703706667', 'day: 2.0')	-0.475597652227	1.79886879306	3.62474224628
('MPS-1-IN-1-3700', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: I13', 'controlType: ', 'assayCompoundConcentration: 0.411523333', 'day: 2.0')	-0.473087561082	2.03650304323	3.37714812889
('Taxol-5670', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: KYSE-180', 'clCenterSpecificID: 50026', 'recordedWell: D18', 'controlType: ', 'assayCompoundConcentration: 33.33333333', 'day: 2.0')	-0.564705887904	1.99346751775	3.46521575973
('XMD-12-3584', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: F15', 'controlType: ', 'assayCompoundConcentration: 3.703706667', 'day: 2.0')	-0.440456376186	2.65613308837	2.65254228071
('BI-2536-5609', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: KYSE-180', 'clCenterSpecificID: 50026', 'recordedWell: C08', 'controlType: ', 'assayCompoundConcentration: 33.33333333', 'day: 1.0')	-0.603612300664	2.45703386966	2.93089417463
('BI-2536-3534', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: E10', 'controlType: ', 'assayCompoundConcentration: 0.015243333', 'day: 2.0')	-0.422885738165	2.05115105698	3.13296087789
('Staurosporine-3550', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: E18', 'controlType: ', 'assayCompoundConcentration: 11.11111333', 'day: 2.0')	-0.400294917853	2.34821438952	2.80466660414
('Taxol-5757', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: KYSE-180', 'clCenterSpecificID: 50026', 'recordedWell: F22', 'controlType: ', 'assayCompoundConcentration: 0.015243333', 'day: 1.0')	-0.569726070196	1.65961852909	3.6451728039
('BI-2536-3449', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: C08', 'controlType: ', 'assayCompoundConcentration: 33.33333333', 'day: 1.0')	-0.504463700404	2.02326054984	3.21066560802
('-3916', 'smCenterCompoundID: ', 'smSalt: ', 'smLincsID: ', 'smName: ', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: N21', 'controlType: N', 'assayCompoundConcentration: ', 'day: 2.0')	-0.20952799077	2.52032729688	2.3997394728
('Taxol-3674', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: H20', 'controlType: ', 'assayCompoundConcentration: 0.005083333', 'day: 2.0')	-0.346327958218	2.4529581254	2.60180674356
('BI-2536-5930', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: KYSE-180', 'clCenterSpecificID: 50026', 'recordedWell: K08', 'controlType: ', 'assayCompoundConcentration: 0.411523333', 'day: 2.0')	-0.554665523321	2.17916949089	3.08181510652
('Tozasertib-5166', 'smCenterCompoundID: 10021.0', 'smSalt: 101.0', 'smLincsID: LSM-1021', 'smName: Tozasertib', 'clName: KYSE-140', 'clCenterSpecificID: 50024', 'recordedWell: D06', 'controlType: ', 'assayCompoundConcentration: 33.33333333', 'day: 2.0')	-0.475597652227	2.10945123587	3.06873123856
('Taxol-3518', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: D22', 'controlType: ', 'assayCompoundConcentration: 0.045726667', 'day: 2.0')	-0.42916096603	1.45201950756	3.63675800141
('Taxol-3750', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: J18', 'controlType: ', 'assayCompoundConcentration: 1.23457', 'day: 2.0')	-0.46806737879	1.34047900912	3.7682618663
('Taxol-3830', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: L18', 'controlType: ', 'assayCompoundConcentration: 0.411523333', 'day: 2.0')	-0.451751786342	1.36896281419	3.71565505675
('MPS-1-IN-1-3704', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: I15', 'controlType: ', 'assayCompoundConcentration: 0.411523333', 'day: 2.0')	-0.484382971238	1.89115578079	3.2195393791
('XMD-12-3819', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: L13', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 1.0')	-0.417865555873	2.56570054859	2.45525665397
('MPS-1-IN-1-3784', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: K15', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 2.0')	-0.297381180874	2.47116516028	2.41450620195
('Taxol-3678', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: H22', 'controlType: ', 'assayCompoundConcentration: 0.005083333', 'day: 2.0')	-0.394019689988	2.23519507074	2.73201081224
('Staurosporine-3706', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: I16', 'controlType: ', 'assayCompoundConcentration: 1.23457', 'day: 2.0')	-0.458027014207	2.22161471455	2.80718298633
('Taxol-5985', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: KYSE-180', 'clCenterSpecificID: 50026', 'recordedWell: L16', 'controlType: ', 'assayCompoundConcentration: 0.411523333', 'day: 1.0')	-0.587296708216	1.69835882841	3.45386760173
('Taxol-3506', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: D16', 'controlType: ', 'assayCompoundConcentration: 33.33333333', 'day: 2.0')	-0.471832515509	1.38083936365	3.65529834619
('RO-3306-3600', 'smCenterCompoundID: 10104.0', 'smSalt: 101.0', 'smLincsID: LSM-1104', 'smName: RO-3306', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: G03', 'controlType: ', 'assayCompoundConcentration: 3.703706667', 'day: 2.0')	-0.383979325405	2.15813685285	2.788905112
('Taxol-3906', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: N16', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 2.0')	-0.466812333217	1.22324326863	3.80609378884
('BI-2536-3538', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: E12', 'controlType: ', 'assayCompoundConcentration: 0.015243333', 'day: 2.0')	-0.371428869676	2.10403755775	2.81812197419
('Taxol-3585', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: F16', 'controlType: ', 'assayCompoundConcentration: 11.11111333', 'day: 1.0')	-0.478107743373	1.59022085701	3.42248635149
('BI-2536-3445', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: C06', 'controlType: ', 'assayCompoundConcentration: 33.33333333', 'day: 1.0')	-0.495678381394	1.88556630811	3.12772899065
('XMD-12-3664', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: H15', 'controlType: ', 'assayCompoundConcentration: 1.23457', 'day: 2.0')	-0.44673160405	2.53246088404	2.39679611503
('BI-2536-3925', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: C06', 'controlType: ', 'assayCompoundConcentration: 33.33333333', 'day: 1.0')	-0.530819657435	1.93375777725	3.05178940973
('Taxol-5830', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: KYSE-180', 'clCenterSpecificID: 50026', 'recordedWell: H18', 'controlType: ', 'assayCompoundConcentration: 3.703706667', 'day: 2.0')	-0.525799475144	1.7606316299	3.20897160958
('Staurosporine-3866', 'smCenterCompoundID: 10103.0', 'smSalt: 101.0', 'smLincsID: LSM-1103', 'smName: Staurosporine', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: M16', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 2.0')	-0.332522456916	2.26105192119	2.5049725289
('Taxol-5666', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: KYSE-180', 'clCenterSpecificID: 50026', 'recordedWell: D16', 'controlType: ', 'assayCompoundConcentration: 33.33333333', 'day: 2.0')	-0.555920568894	1.52540304083	3.45438495226
('BI-2536-5206', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: KYSE-140', 'clCenterSpecificID: 50024', 'recordedWell: E06', 'controlType: ', 'assayCompoundConcentration: 11.11111333', 'day: 2.0')	-0.510738928269	2.50550599694	2.41981122622
('BI-2536-4009', 'smCenterCompoundID: 10041.0', 'smSalt: 101.0', 'smLincsID: LSM-1041', 'smName: BI-2536', 'clName: BPH-1', 'clCenterSpecificID: 50005', 'recordedWell: E08', 'controlType: ', 'assayCompoundConcentration: 11.11111333', 'day: 1.0')	-0.544625158738	2.08097920618	2.87665557922
('MPS-1-IN-1-3780', 'smCenterCompoundID: 10105.0', 'smSalt: 101.0', 'smLincsID: LSM-1105', 'smName: MPS-1-IN-1', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: K13', 'controlType: ', 'assayCompoundConcentration: 0.137176667', 'day: 2.0')	-0.247179357958	2.32183496308	2.33587409988
('Taxol-3665', 'smCenterCompoundID: 10102.0', 'smSalt: 101.0', 'smLincsID: LSM-1102', 'smName: Taxol', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: H16', 'controlType: ', 'assayCompoundConcentration: 3.703706667', 'day: 1.0')	-0.478107743373	1.83541225263	3.0299833651
('XMD-12-3580', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: F13', 'controlType: ', 'assayCompoundConcentration: 3.703706667', 'day: 2.0')	-0.400294917853	2.57935336865	2.19414161985
('XMD-12-3660', 'smCenterCompoundID: 10106.0', 'smSalt: 101.0', 'smLincsID: LSM-1106', 'smName: XMD-12', 'clName: 5637', 'clCenterSpecificID: 50001', 'recordedWell: H13', 'controlType: ', 'assayCompoundConcentration: 1.23457', 'day: 2.0')	-0.469322424363	2.39639756711	2.43596401214
