	('logFC 0',)	('logCPM 1',)	('PValue 2',)
('92 92', 'Cell: B', 'Condition2: TRS+URS', 'Gene: HSPA12A')	-3.00686673581	3.18590016598	0.000142272720712
('93 93', 'Cell: B', 'Condition2: TRS+URS', 'Gene: FDFT1')	-1.31453901512	5.35356229227	0.000156460731138
('94 94', 'Cell: B', 'Condition2: TRS+URS', 'Gene: EPB41L2')	-0.972628703524	6.19607751487	0.000180811316111
('95 95', 'Cell: B', 'Condition2: TRS+URS', 'Gene: ACTA2')	0.625469295244	14.561230992	0.000194600211494
('96 96', 'Cell: B', 'Condition2: TRS+URS', 'Gene: PTK7')	-2.12296097641	3.73382759413	0.000245752109272
('97 97', 'Cell: B', 'Condition2: TRS+URS', 'Gene: KCTD15')	1.86716460413	3.23189155252	0.000260107342371
('98 98', 'Cell: B', 'Condition2: TRS+URS', 'Gene: LEP')	-1.11974586553	5.34533713084	0.000275542648421
('99 99', 'Cell: B', 'Condition2: TRS+URS', 'Gene: MAEA')	-0.715833869603	7.68503283236	0.000299379129085
('100 100', 'Cell: B', 'Condition2: TRS+URS', 'Gene: RPL7A')	-0.614853273791	11.2595385462	0.000360725169086
('101 101', 'Cell: B', 'Condition2: TRS+URS', 'Gene: EPAS1')	-0.704160766387	7.51326401811	0.000389652902551
('102 102', 'Cell: B', 'Condition2: TRS+URS', 'Gene: HINT2')	-1.34882190396	4.37857044174	0.000410223648313
('103 103', 'Cell: B', 'Condition2: TRS+URS', 'Gene: TAGLN')	0.600497642841	9.94881142059	0.000472440484438
('104 104', 'Cell: B', 'Condition2: TRS+URS', 'Gene: MSMO1')	-0.639350927994	9.31010748729	0.000526748139339
('105 105', 'Cell: B', 'Condition2: TRS+URS', 'Gene: IDI1')	-0.646898648571	8.7898475235	0.00063403930306
('106 106', 'Cell: B', 'Condition2: TRS+URS', 'Gene: ATF2')	-0.854394340976	6.03611094049	0.000684329129282
('107 107', 'Cell: B', 'Condition2: TRS+URS', 'Gene: TPR')	-0.601029978397	8.41736202742	0.000985627317661
('108 108', 'Cell: B', 'Condition2: TRS+URS', 'Gene: TIMM22')	1.43964042825	3.81674400487	0.00106889775817
('109 109', 'Cell: B', 'Condition2: TRS+URS', 'Gene: ACAN')	1.39566101954	3.86176749959	0.00116090344495
('110 110', 'Cell: B', 'Condition2: TRS+URS', 'Gene: SRR')	-1.89543701187	3.53914385193	0.00126351037244
('111 111', 'Cell: B', 'Condition2: TRS+URS', 'Gene: C12orf57')	0.701975122754	6.63755059614	0.00126814190094
('112 112', 'Cell: B', 'Condition2: TRS+URS', 'Gene: LOC100506990')	-0.789933057091	6.27861038762	0.00134269663436
('113 113', 'Cell: B', 'Condition2: TRS+URS', 'Gene: IL26')	-5.65006519662	2.61106303546	0.00164845900902
('114 114', 'Cell: B', 'Condition2: TRS+URS', 'Gene: SUSD1')	-5.64094405876	2.59599120942	0.00166908013708
('115 115', 'Cell: B', 'Condition2: TRS+URS', 'Gene: ACBD6')	0.963085907235	5.05649496814	0.00177997265254
('116 116', 'Cell: B', 'Condition2: TRS+URS', 'Gene: COX7A1')	0.591938521478	7.80855383632	0.00183810886088
('117 117', 'Cell: B', 'Condition2: TRS+URS', 'Gene: PKM')	-0.677703265774	7.25994643893	0.00189160496222
('118 118', 'Cell: B', 'Condition2: TRS+URS', 'Gene: CYP1B1')	-1.14739577391	4.86427193938	0.00196502266493
('119 119', 'Cell: B', 'Condition2: TRS+URS', 'Gene: SGCD')	-1.3257746444	4.0326589067	0.00197787434922
('120 120', 'Cell: B', 'Condition2: TRS+DOM', 'Gene: RPL18')	-2.49039902661	9.79225571482	1.20038587396e-44
('121 121', 'Cell: B', 'Condition2: TRS+DOM', 'Gene: RPLP2')	-1.97749184682	10.630916427	1.02676748598e-31
('122 122', 'Cell: B', 'Condition2: TRS+DOM', 'Gene: RPLP1')	-1.14319553105	12.4476633792	1.84974591479e-12
('123 123', 'Cell: B', 'Condition2: TRS+DOM', 'Gene: MT2A')	-0.992738404755	8.91108819379	2.69036801669e-09
('124 124', 'Cell: B', 'Condition2: TRS+DOM', 'Gene: LBH')	-0.913522269872	7.78330447472	2.07963814975e-07
('125 125', 'Cell: B', 'Condition2: TRS+DOM', 'Gene: PPAP2B')	-0.931754384584	6.17504444896	5.12347534335e-05
('126 126', 'Cell: B', 'Condition2: TRS+DOM', 'Gene: MEGF6')	1.10004631261	4.75810189916	5.81124091305e-05
('127 127', 'Cell: B', 'Condition2: TRS+DOM', 'Gene: PTK7')	-2.09189843425	3.64354072176	0.000105722993747
('128 128', 'Cell: B', 'Condition2: TRS+DOM', 'Gene: STAU1')	-1.06960912301	5.45595058596	0.000111596571208
('129 129', 'Cell: B', 'Condition2: TRS+DOM', 'Gene: UBASH3B')	3.06262147551	2.23488618481	0.000158421352872
('130 130', 'Cell: B', 'Condition2: TRS+DOM', 'Gene: RPS24')	-0.599519812377	11.5192795223	0.000167221429366
('131 131', 'Cell: B', 'Condition2: TRS+DOM', 'Gene: RPS9')	0.586613732511	9.03680429733	0.000298076927521
('132 132', 'Cell: B', 'Condition2: TRS+DOM', 'Gene: ZFP82')	-2.99018750881	2.63095869404	0.000358339535207
('133 133', 'Cell: B', 'Condition2: TRS+DOM', 'Gene: P4HB')	0.643008870985	7.16922056802	0.000366086594575
('134 134', 'Cell: B', 'Condition2: TRS+DOM', 'Gene: EPS8')	-0.767476872464	6.42194480321	0.000475938500072
('135 135', 'Cell: B', 'Condition2: TRS+DOM', 'Gene: FTSJ1')	1.40999352189	3.37600733637	0.000649226472898
('136 136', 'Cell: B', 'Condition2: TRS+DOM', 'Gene: OGN')	0.586244862616	7.25409106778	0.000728050189677
('137 137', 'Cell: B', 'Condition2: TRS+DOM', 'Gene: ODF2L')	-1.36865864932	4.29029353943	0.000842633350309
('138 138', 'Cell: B', 'Condition2: TRS+DOM', 'Gene: WDR5')	2.92716452605	1.86618899987	0.000970326813136
('139 139', 'Cell: B', 'Condition2: TRS+DOM', 'Gene: BVES')	-1.45463472324	3.84163113971	0.00101263637321
('140 140', 'Cell: B', 'Condition2: TRS+DOM', 'Gene: GCA')	-1.07493663143	4.50386113143	0.00102193630965
('141 141', 'Cell: B', 'Condition2: TRS+DOM', 'Gene: FMNL2')	1.11850460913	3.83036052513	0.00102490787561
('142 142', 'Cell: B', 'Condition2: TRS+DOM', 'Gene: SCN9A')	0.83508909244	5.24105131486	0.00107160707292
('143 143', 'Cell: B', 'Condition2: TRS+DOM', 'Gene: AFAP1')	1.05262440801	4.6064312039	0.00118698685912
('144 144', 'Cell: B', 'Condition2: TRS+DOM', 'Gene: C20orf196')	-2.55946397924	2.71565219514	0.00132711324308
('145 145', 'Cell: B', 'Condition2: TRS+DOM', 'Gene: RPL7A')	-0.508906474243	11.3020373269	0.00138506095226
('146 146', 'Cell: B', 'Condition2: TRS+DOM', 'Gene: FOXK2')	-1.37589973008	3.93550612629	0.00139513476636
('147 147', 'Cell: B', 'Condition2: TRS+DOM', 'Gene: GALT')	-1.6279537276	3.36960240707	0.00148778337355
('148 148', 'Cell: B', 'Condition2: TRS+DOM', 'Gene: S100A16')	0.827469444815	4.81552281562	0.00160918621998
('149 149', 'Cell: B', 'Condition2: TRS+DOM', 'Gene: PTGS2')	2.84344689101	1.85374510444	0.00162708741766
('150 150', 'Cell: B', 'Condition2: TRS+DOM', 'Gene: S100A4')	0.532363095723	7.85177088716	0.00164423812941
('151 151', 'Cell: B', 'Condition2: TRS+DOM', 'Gene: API5')	-0.978761470711	5.09252523865	0.00175155936113
('152 152', 'Cell: B', 'Condition2: TRS+DOM', 'Gene: KHDC1')	-2.20617637669	2.73977126465	0.00189947575849
('153 153', 'Cell: B', 'Condition2: TRS+DOM', 'Gene: RCN3')	0.744477343444	5.65310400804	0.00206840856938
('154 154', 'Cell: B', 'Condition2: TRS+DOM', 'Gene: HK1')	0.90825453832	4.27098267348	0.00217434654444
('155 155', 'Cell: B', 'Condition2: TRS+DOM', 'Gene: SPIRE1')	-0.619264695598	6.61870585279	0.00217566905974
('156 156', 'Cell: B', 'Condition2: TRS+DOM', 'Gene: TNFAIP6')	0.481204919296	9.63996117328	0.00217579694605
('157 157', 'Cell: B', 'Condition2: TRS+DOM', 'Gene: ERAP2')	-2.37834140235	2.58843555958	0.0024302143314
('158 158', 'Cell: B', 'Condition2: TRS+DOM', 'Gene: GPX1')	-0.700973193252	5.89996564949	0.00244941549356
('159 159', 'Cell: B', 'Condition2: TRS+DOM', 'Gene: SEC23B')	0.921144385987	4.44985986986	0.00252551421706
('160 160', 'Cell: D', 'Condition2: TRS+DOM', 'Gene: NSA2')	1.48005713193	7.94166032376	1.12910828738e-14
('161 161', 'Cell: D', 'Condition2: TRS+DOM', 'Gene: RPLP1')	1.23847140332	12.4271761736	6.65743331473e-13
('162 162', 'Cell: D', 'Condition2: TRS+DOM', 'Gene: JUND')	1.12217610835	6.31479896885	2.01926926061e-06
('163 163', 'Cell: D', 'Condition2: TRS+DOM', 'Gene: RPLP2')	0.774970253952	9.62752468198	1.21270075928e-05
('164 164', 'Cell: D', 'Condition2: TRS+DOM', 'Gene: CTSK')	0.750237709184	9.60994679655	2.18997961113e-05
('165 165', 'Cell: D', 'Condition2: TRS+DOM', 'Gene: HTR2B')	0.865185234083	6.88213427905	3.17234572327e-05
('166 166', 'Cell: D', 'Condition2: TRS+DOM', 'Gene: CEP120')	-2.04009549514	3.62419633058	4.62127282394e-05
('167 167', 'Cell: D', 'Condition2: TRS+DOM', 'Gene: RPL28')	0.697026839687	9.57179555799	5.97999594944e-05
('168 168', 'Cell: D', 'Condition2: TRS+DOM', 'Gene: CD36')	0.692430521506	9.34770937727	9.56985063223e-05
('169 169', 'Cell: D', 'Condition2: TRS+DOM', 'Gene: DNAJB1')	1.26784599641	4.27485243412	9.79521892362e-05
('170 170', 'Cell: D', 'Condition2: TRS+DOM', 'Gene: NUMA1')	1.13613969915	5.31551000867	0.000166225295505
('171 171', 'Cell: D', 'Condition2: TRS+DOM', 'Gene: CLUAP1')	0.984153057447	5.70673998734	0.00017743747706
('172 172', 'Cell: D', 'Condition2: TRS+DOM', 'Gene: PSG5')	0.927063476983	5.94328456526	0.000206785865136
('173 173', 'Cell: D', 'Condition2: TRS+DOM', 'Gene: APOBEC3C')	0.832335562036	6.42340439601	0.000242724405129
('174 174', 'Cell: D', 'Condition2: TRS+DOM', 'Gene: SLC5A3')	-1.289274994	5.05519337995	0.000249662544369
('175 175', 'Cell: D', 'Condition2: TRS+DOM', 'Gene: MINPP1')	-1.5158430763	3.69221481754	0.000331703655132
('176 176', 'Cell: D', 'Condition2: TRS+DOM', 'Gene: CMTM4')	-2.00708629286	3.09371823399	0.000334769143377
('177 177', 'Cell: D', 'Condition2: TRS+DOM', 'Gene: TNFAIP6')	0.717096347286	7.43440298834	0.000352024418299
('178 178', 'Cell: D', 'Condition2: TRS+DOM', 'Gene: FBN1')	-0.663654893738	8.84617248171	0.000374818560033
('179 179', 'Cell: D', 'Condition2: TRS+DOM', 'Gene: TMEM47')	-0.825484335764	6.24122533953	0.000381649853047
('180 180', 'Cell: D', 'Condition2: TRS+DOM', 'Gene: ZNF106')	0.809823933263	6.36812710065	0.000427091792799
('181 181', 'Cell: D', 'Condition2: TRS+DOM', 'Gene: ZNF395')	-1.31614053804	4.46793714448	0.000476223723402
('182 182', 'Cell: D', 'Condition2: TRS+DOM', 'Gene: RPS4X')	0.589833850248	13.1259248988	0.000604111962746
('183 183', 'Cell: D', 'Condition2: TRS+DOM', 'Gene: ATRN')	-1.61277775336	3.67959287939	0.000638259013138
('184 184', 'Cell: D', 'Condition2: TRS+DOM', 'Gene: BCL2L2')	-1.23261133064	4.16147474955	0.000716949957806
('185 185', 'Cell: D', 'Condition2: TRS+DOM', 'Gene: YAP1')	-0.870692647725	5.66419603516	0.000746472522269
('186 186', 'Cell: D', 'Condition2: TRS+DOM', 'Gene: SIX4')	1.6646327334	3.63257527598	0.000776229350857
('187 187', 'Cell: D', 'Condition2: TRS+DOM', 'Gene: RNF11')	-0.873788092499	5.86316868365	0.00082847201279
('188 188', 'Cell: D', 'Condition2: TRS+DOM', 'Gene: OXTR')	-0.987097743843	5.46401956935	0.00091377840652
('189 189', 'Cell: D', 'Condition2: TRS+DOM', 'Gene: TARS')	0.647796478983	7.71619960555	0.000926052426409
('190 190', 'Cell: D', 'Condition2: TRS+DOM', 'Gene: RAC1')	-0.589532055174	8.73253852804	0.00112281792873
('191 191', 'Cell: D', 'Condition2: TRS+DOM', 'Gene: NDC80')	1.57210911855	3.56916613745	0.00114092071791
('192 192', 'Cell: D', 'Condition2: TRS+DOM', 'Gene: FAM69A')	0.644849488756	7.53943042683	0.00115419091049
('193 193', 'Cell: D', 'Condition2: TRS+DOM', 'Gene: KLHL42')	-1.24532621467	4.06213632239	0.00126013020291
('194 194', 'Cell: D', 'Condition2: TRS+DOM', 'Gene: STT3A')	0.586584407765	8.74024700647	0.00131916426591
('195 195', 'Cell: D', 'Condition2: TRS+DOM', 'Gene: TMEM218')	2.28274155713	3.00394952896	0.00132578872472
('196 196', 'Cell: D', 'Condition2: TRS+DOM', 'Gene: AHNAK')	-0.627834687825	7.62780945787	0.00149385054138
('197 197', 'Cell: D', 'Condition2: TRS+DOM', 'Gene: RFWD2')	-1.31537842781	3.82827457909	0.00150923504991
('198 198', 'Cell: D', 'Condition2: TRS+DOM', 'Gene: FOS')	-1.69880204227	3.16452216194	0.00157503342852
('199 199', 'Cell: D', 'Condition2: TRS+DOM', 'Gene: GPC4')	-1.5335852901	3.3657744542	0.00158770439735
('200 200', 'Cell: D', 'Condition2: TRS+LOP', 'Gene: LINC00116')	1.56162482813	4.81615158592	1.08352590623e-05
('201 201', 'Cell: D', 'Condition2: TRS+LOP', 'Gene: GLIS3')	-1.96504663659	3.94515990236	0.000113294705127
('202 202', 'Cell: D', 'Condition2: TRS+LOP', 'Gene: IGF1')	0.817018139691	6.63966589775	0.000453953581085
('203 203', 'Cell: D', 'Condition2: TRS+LOP', 'Gene: RHOBTB1')	-1.89206590006	4.04026228494	0.000531518772544
('204 204', 'Cell: D', 'Condition2: TRS+LOP', 'Gene: LUC7L')	-1.63582440111	4.21347422173	0.000709420263973
('205 205', 'Cell: D', 'Condition2: TRS+LOP', 'Gene: ZDHHC9')	1.89430248055	3.70660568905	0.00160988419184
('206 206', 'Cell: D', 'Condition2: TRS+LOP', 'Gene: ANK3')	0.946060759389	5.44159563386	0.00187080168574
('207 207', 'Cell: D', 'Condition2: TRS+LOP', 'Gene: WBSCR16')	2.37622316154	2.93640894795	0.00225072510489
('208 208', 'Cell: D', 'Condition2: TRS+LOP', 'Gene: ZNF300P1')	1.77695903097	3.48969623347	0.0022561361599
('209 209', 'Cell: D', 'Condition2: TRS+LOP', 'Gene: PTK7')	0.903751492016	5.23945292802	0.00226709855772
('210 210', 'Cell: D', 'Condition2: TRS+LOP', 'Gene: WFDC3')	2.09385229785	3.34320197267	0.00288204892659
('211 211', 'Cell: D', 'Condition2: TRS+LOP', 'Gene: PDIK1L')	1.77436267611	3.597156861	0.00289455742636
('212 212', 'Cell: D', 'Condition2: TRS+LOP', 'Gene: RMDN3')	-1.80259768393	3.53426209112	0.00294592052436
('213 213', 'Cell: D', 'Condition2: TRS+LOP', 'Gene: TTYH3')	1.54229713668	3.80334630866	0.00315204238926
('214 214', 'Cell: D', 'Condition2: TRS+LOP', 'Gene: SPR')	2.7817795739	2.62495924687	0.00361973182259
('215 215', 'Cell: D', 'Condition2: TRS+LOP', 'Gene: EPHB4')	3.5411147969	2.61536465759	0.00365221496547
('216 216', 'Cell: D', 'Condition2: TRS+LOP', 'Gene: CLUAP1')	0.840646946626	5.674058364	0.00373291936681
('217 217', 'Cell: D', 'Condition2: TRS+LOP', 'Gene: CYB5D1')	2.45616275546	2.75464690041	0.00376336668123
('218 218', 'Cell: D', 'Condition2: TRS+LOP', 'Gene: KIAA1614')	4.59094395759	2.21033125913	0.00385179425259
('219 219', 'Cell: D', 'Condition2: TRS+LOP', 'Gene: CEPT1')	0.951338435093	5.1813538331	0.00393751386865
('220 220', 'Cell: D', 'Condition2: TRS+LOP', 'Gene: TMEM97')	-2.86575273898	2.72851581637	0.00409492289619
('221 221', 'Cell: D', 'Condition2: TRS+LOP', 'Gene: TLR10')	-2.39718545048	3.04528835108	0.00432555308327
('222 222', 'Cell: D', 'Condition2: TRS+LOP', 'Gene: USP10')	1.1197349461	4.49475693026	0.00458535823885
('223 223', 'Cell: D', 'Condition2: TRS+LOP', 'Gene: DNAJC18')	-1.26136500155	4.37987488329	0.00488197186832
('224 224', 'Cell: D', 'Condition2: TRS+LOP', 'Gene: SNX24')	0.964532510228	4.84366911446	0.00489556115344
