	('logFC 0',)	('logCPM 1',)	('PValue 2',)
('113 113', 'Cell: A', 'Condition2: TRS+LOP', 'Gene: TM4SF1')	-0.383253207596	7.44866447439	0.00292993423886
('114 114', 'Cell: A', 'Condition2: TRS+LOP', 'Gene: FAM173A')	1.86895992917	1.48890076521	0.00307487553325
('115 115', 'Cell: A', 'Condition2: TRS+LOP', 'Gene: TRIM33')	0.8281833564	3.50347630252	0.00333543701368
('116 116', 'Cell: A', 'Condition2: TRS+LOP', 'Gene: IDH3G')	-0.53997451377	5.05707356307	0.00342410292836
('117 117', 'Cell: A', 'Condition2: TRS+LOP', 'Gene: AASS')	-1.05475362227	3.38150903876	0.00348551278097
('118 118', 'Cell: A', 'Condition2: TRS+LOP', 'Gene: PDE6D')	-1.17003295631	2.99357274216	0.00356486884689
('119 119', 'Cell: A', 'Condition2: TRS+LOP', 'Gene: RGS4')	0.379355106077	6.26246684041	0.00357956424355
('120 120', 'Cell: A', 'Condition2: DOM', 'Gene: VIM')	0.42980219603	11.1538896669	3.43300656678e-06
('121 121', 'Cell: A', 'Condition2: DOM', 'Gene: HSD17B14')	2.16099654854	1.63851753783	7.7424284792e-05
('122 122', 'Cell: A', 'Condition2: DOM', 'Gene: ZNF449')	1.28506097881	2.79731191016	0.000110740804096
('123 123', 'Cell: A', 'Condition2: DOM', 'Gene: FKBP9L')	-4.93004530245	2.00578088776	0.000169529933083
('124 124', 'Cell: A', 'Condition2: DOM', 'Gene: MYH11')	1.00072484297	3.6618433844	0.0002535939795
('125 125', 'Cell: A', 'Condition2: DOM', 'Gene: PITPNA')	0.777179812804	4.13605217693	0.000342284124731
('126 126', 'Cell: A', 'Condition2: DOM', 'Gene: PRUNE2')	0.851584816801	3.66475138743	0.000364393789557
('127 127', 'Cell: A', 'Condition2: DOM', 'Gene: RNLS')	1.10604361427	2.95507739301	0.000376068424998
('128 128', 'Cell: A', 'Condition2: DOM', 'Gene: ANTXR2')	0.480125213822	6.14863746821	0.000442927256914
('129 129', 'Cell: A', 'Condition2: DOM', 'Gene: KDM5B')	0.508340187661	5.6597236895	0.000605573360312
('130 130', 'Cell: A', 'Condition2: DOM', 'Gene: PIWIL3')	-3.05255079935	2.09560746592	0.000741949281937
('131 131', 'Cell: A', 'Condition2: DOM', 'Gene: GNG2')	-1.78023544462	2.82667671957	0.000807998421265
('132 132', 'Cell: A', 'Condition2: DOM', 'Gene: LINC00883')	-1.21444533768	3.66720437558	0.00115852962941
('133 133', 'Cell: A', 'Condition2: DOM', 'Gene: SNX17')	-0.754344233809	4.64876735345	0.00122057107801
('134 134', 'Cell: A', 'Condition2: DOM', 'Gene: THAP4')	-1.5386408818	3.08926848641	0.00137662137105
('135 135', 'Cell: A', 'Condition2: DOM', 'Gene: POLD2')	-0.621520299824	5.06017293545	0.00149370146166
('136 136', 'Cell: A', 'Condition2: DOM', 'Gene: JAKMIP2')	-2.43400862426	2.223385636	0.00156397910988
('137 137', 'Cell: A', 'Condition2: DOM', 'Gene: COL14A1')	0.448820531477	7.39183852967	0.00193212684733
('138 138', 'Cell: A', 'Condition2: DOM', 'Gene: SF3A1')	0.773660353999	3.67828100238	0.00198948681581
('139 139', 'Cell: A', 'Condition2: DOM', 'Gene: SFI1')	1.80927072963	1.69002383372	0.0020830099311
('140 140', 'Cell: A', 'Condition2: DOM', 'Gene: DCAF6')	0.585829082048	4.74118995421	0.00212031571877
('141 141', 'Cell: A', 'Condition2: DOM', 'Gene: PCOLCE2')	-1.48533584391	2.91234878693	0.00222477312684
('142 142', 'Cell: A', 'Condition2: DOM', 'Gene: PTPN18')	-1.83311691541	2.66502199294	0.00226599060029
('143 143', 'Cell: A', 'Condition2: DOM', 'Gene: WDR52')	-1.81943984408	2.65848962616	0.00236866806131
('144 144', 'Cell: A', 'Condition2: DOM', 'Gene: LBR')	0.770699398821	3.64824813742	0.0027655701483
('145 145', 'Cell: A', 'Condition2: DOM', 'Gene: SULT1C2')	2.11658814883	1.43931130477	0.00282836280025
('146 146', 'Cell: A', 'Condition2: DOM', 'Gene: INPP5B')	-1.25513706839	3.10103687591	0.00286559777531
('147 147', 'Cell: A', 'Condition2: DOM', 'Gene: DCHS1')	-4.38493342939	1.69701623883	0.00337285678069
('148 148', 'Cell: A', 'Condition2: DOM', 'Gene: ZFP91')	0.605599986817	4.46665295987	0.00341054099828
('149 149', 'Cell: A', 'Condition2: DOM', 'Gene: IFI27L2')	-0.43942824642	6.48019452208	0.00349184578404
('150 150', 'Cell: A', 'Condition2: DOM', 'Gene: NIF3L1')	-0.652868585088	4.71998564645	0.00373018554367
('151 151', 'Cell: A', 'Condition2: DOM', 'Gene: MRPS31P5')	-1.44659875426	2.88781138598	0.00373223463766
('152 152', 'Cell: A', 'Condition2: DOM', 'Gene: TLN1')	0.395767846243	6.20032774011	0.00391132259039
('153 153', 'Cell: A', 'Condition2: DOM', 'Gene: ACAP2')	0.416348683942	5.61836056452	0.00405433514064
('154 154', 'Cell: A', 'Condition2: DOM', 'Gene: CSRNP2')	0.903670567728	3.14140532975	0.00413710300751
('155 155', 'Cell: A', 'Condition2: DOM', 'Gene: RPS6KA3')	-0.748948241508	4.21313520618	0.00417780765959
('156 156', 'Cell: A', 'Condition2: DOM', 'Gene: HBP1')	-1.1311422593	3.20990269031	0.00423037333576
('157 157', 'Cell: A', 'Condition2: DOM', 'Gene: FUNDC1')	-0.613165291956	4.83377701399	0.00437776813373
('158 158', 'Cell: A', 'Condition2: DOM', 'Gene: PRKAR1A')	0.356170012826	6.8812669838	0.00461290929578
('159 159', 'Cell: A', 'Condition2: DOM', 'Gene: FIBIN')	0.558255721122	4.61240679111	0.00465179360091
('160 160', 'Cell: A', 'Condition2: TRS+DOM', 'Gene: PDGFA')	0.691905600913	5.71995039293	7.2749633898e-07
('161 161', 'Cell: A', 'Condition2: TRS+DOM', 'Gene: HBB')	-3.242724889	6.64493426702	1.92606881888e-06
('162 162', 'Cell: A', 'Condition2: TRS+DOM', 'Gene: CSNK1G3')	-1.0407602488	4.02464941946	1.41951741245e-05
('163 163', 'Cell: A', 'Condition2: TRS+DOM', 'Gene: ADAM19')	1.13849684196	2.76241092524	4.97786369868e-05
('164 164', 'Cell: A', 'Condition2: TRS+DOM', 'Gene: MYOZ2')	0.986442173685	3.29873120222	0.000152076847888
('165 165', 'Cell: A', 'Condition2: TRS+DOM', 'Gene: CTDSP2')	-0.554787922675	5.72423362222	0.000250064953116
('166 166', 'Cell: A', 'Condition2: TRS+DOM', 'Gene: ZNF449')	1.09005380921	2.72435880237	0.000406739261071
('167 167', 'Cell: A', 'Condition2: TRS+DOM', 'Gene: ARFGEF2')	-0.809942377438	4.09707577628	0.000406921051658
('168 168', 'Cell: A', 'Condition2: TRS+DOM', 'Gene: TNFAIP3')	-1.86214728789	2.37686992259	0.000446298917384
('169 169', 'Cell: A', 'Condition2: TRS+DOM', 'Gene: PRDM6')	2.12550089167	1.00807331276	0.000548295119792
('170 170', 'Cell: A', 'Condition2: TRS+DOM', 'Gene: CA3')	0.64936372004	4.3948316555	0.000569155541199
('171 171', 'Cell: A', 'Condition2: TRS+DOM', 'Gene: RALGAPA2')	-1.33997339393	1.8498278944	0.000845578792545
('172 172', 'Cell: A', 'Condition2: TRS+DOM', 'Gene: OPA1')	-0.650591528639	4.14339154352	0.000884717581464
('173 173', 'Cell: A', 'Condition2: TRS+DOM', 'Gene: GATS')	-1.86686103504	2.01498657327	0.000990414909707
('174 174', 'Cell: A', 'Condition2: TRS+DOM', 'Gene: MYH11')	0.757175818684	3.58849181961	0.00102665670298
('175 175', 'Cell: A', 'Condition2: TRS+DOM', 'Gene: ANP32E')	0.407550429853	6.7693642001	0.00112302897191
('176 176', 'Cell: A', 'Condition2: TRS+DOM', 'Gene: OIP5-AS1')	0.605725675626	4.12244470861	0.00119257146219
('177 177', 'Cell: A', 'Condition2: TRS+DOM', 'Gene: LRR1')	0.645421217665	3.91540393918	0.00122013880709
('178 178', 'Cell: A', 'Condition2: TRS+DOM', 'Gene: PELI1')	-1.79417291823	2.38275437959	0.00123164085099
('179 179', 'Cell: A', 'Condition2: TRS+DOM', 'Gene: ZXDC')	-0.611427193579	4.70123808889	0.00124911898085
('180 180', 'Cell: A', 'Condition2: TRS+DOM', 'Gene: WBP4')	0.453231317389	5.59084508732	0.00129693166521
('181 181', 'Cell: A', 'Condition2: TRS+DOM', 'Gene: VEPH1')	0.367642912786	7.48905813803	0.00151664023844
('182 182', 'Cell: A', 'Condition2: TRS+DOM', 'Gene: C7orf10')	0.432845465172	6.1361556851	0.00167511497293
('183 183', 'Cell: A', 'Condition2: TRS+DOM', 'Gene: ZRSR2')	0.734692052239	3.59991732266	0.00173552124586
('184 184', 'Cell: A', 'Condition2: TRS+DOM', 'Gene: CMSS1')	0.448420149968	5.71297362999	0.00191191967158
('185 185', 'Cell: A', 'Condition2: TRS+DOM', 'Gene: MB21D1')	1.30887889217	1.69027508294	0.00201898828102
('186 186', 'Cell: A', 'Condition2: TRS+DOM', 'Gene: CLPTM1')	0.994356902262	2.01737887646	0.00207845873169
('187 187', 'Cell: A', 'Condition2: TRS+DOM', 'Gene: ZNF146')	0.379038111607	6.65929090179	0.00213572824181
('188 188', 'Cell: A', 'Condition2: TRS+DOM', 'Gene: CDKN3')	0.868018201159	2.92778629615	0.00244624486194
('189 189', 'Cell: A', 'Condition2: TRS+DOM', 'Gene: SAA1')	-2.12198912036	2.70663678911	0.00255088477958
('190 190', 'Cell: A', 'Condition2: TRS+DOM', 'Gene: CCL11')	0.350510550364	6.55490608801	0.00270354260442
('191 191', 'Cell: A', 'Condition2: TRS+DOM', 'Gene: TGM2')	-1.21328568249	2.34568882287	0.00272023425827
('192 192', 'Cell: A', 'Condition2: TRS+DOM', 'Gene: IRS1')	-1.2519461148	2.10451698664	0.00285223250115
('193 193', 'Cell: A', 'Condition2: TRS+DOM', 'Gene: LRP11')	-1.02678803697	3.29689852933	0.00297062549171
('194 194', 'Cell: A', 'Condition2: TRS+DOM', 'Gene: SMARCA1')	0.383650918624	5.66405648151	0.00299717797868
('195 195', 'Cell: A', 'Condition2: TRS+DOM', 'Gene: SLC36A1')	-0.733017050194	2.90113659344	0.00301799048819
('196 196', 'Cell: A', 'Condition2: TRS+DOM', 'Gene: GEM')	0.366046869999	7.4258532116	0.00315406857273
('197 197', 'Cell: A', 'Condition2: TRS+DOM', 'Gene: TSHZ1')	-1.23918274073	2.33978902896	0.00316849207774
('198 198', 'Cell: A', 'Condition2: TRS+DOM', 'Gene: MLX')	0.47100962454	5.071639501	0.00318954605156
('199 199', 'Cell: A', 'Condition2: TRS+DOM', 'Gene: TEX261')	-0.714697188192	4.23217234814	0.00324554684494
('200 200', 'Cell: D', 'Condition2: TRS', 'Gene: TRIB3')	1.09652160178	5.39357142061	7.30158117856e-09
('201 201', 'Cell: D', 'Condition2: TRS', 'Gene: TNFAIP6')	0.666468276386	7.05624924277	1.29743588579e-05
('202 202', 'Cell: D', 'Condition2: TRS', 'Gene: GFM1')	1.0284989866	3.51021921286	7.32971944574e-05
('203 203', 'Cell: D', 'Condition2: TRS', 'Gene: FOXS1')	1.34680737397	2.99599271263	0.000169693680229
('204 204', 'Cell: D', 'Condition2: TRS', 'Gene: MYL4')	0.641785942204	5.49749120625	0.000197439903703
('205 205', 'Cell: D', 'Condition2: TRS', 'Gene: PRAF2')	-1.00323816232	3.94335677397	0.000220154945167
('206 206', 'Cell: D', 'Condition2: TRS', 'Gene: NAP1L5')	-3.68396976919	1.09930317447	0.000242087404144
('207 207', 'Cell: D', 'Condition2: TRS', 'Gene: DEXI')	-1.16963762762	3.19859551414	0.000285888789837
('208 208', 'Cell: D', 'Condition2: TRS', 'Gene: LURAP1L')	0.827577373857	4.74931769726	0.000298183855142
('209 209', 'Cell: D', 'Condition2: TRS', 'Gene: CCL11')	0.678969616407	6.06307743954	0.000320465299247
('210 210', 'Cell: D', 'Condition2: TRS', 'Gene: LACE1')	2.05184899264	1.60299845886	0.000323345122249
('211 211', 'Cell: D', 'Condition2: TRS', 'Gene: MTHFD2')	0.568059409846	8.50708859872	0.000327683699525
('212 212', 'Cell: D', 'Condition2: TRS', 'Gene: PINLYP')	2.26690408943	1.56391895933	0.000422636011755
('213 213', 'Cell: D', 'Condition2: TRS', 'Gene: CBX6')	-0.790769128928	5.82705804002	0.000481082938826
('214 214', 'Cell: D', 'Condition2: TRS', 'Gene: LACTB2')	0.629550924216	4.92248514047	0.000676947595661
('215 215', 'Cell: D', 'Condition2: TRS', 'Gene: CCL2')	0.674751598164	6.62023308477	0.000685502272669
('216 216', 'Cell: D', 'Condition2: TRS', 'Gene: HSD17B6')	1.37396739944	2.42025631825	0.000802007292286
('217 217', 'Cell: D', 'Condition2: TRS', 'Gene: SCD')	0.742962486375	5.56760164782	0.000990449657664
('218 218', 'Cell: D', 'Condition2: TRS', 'Gene: AQP4-AS1')	-2.07588622014	1.66830538049	0.00105297002784
('219 219', 'Cell: D', 'Condition2: TRS', 'Gene: FZD6')	0.966716412407	3.26880824493	0.00107634817961
('220 220', 'Cell: D', 'Condition2: TRS', 'Gene: CRIP1')	0.739125618104	4.47079994187	0.00128616417129
('221 221', 'Cell: D', 'Condition2: TRS', 'Gene: SLC4A5')	0.749865894694	4.44139371459	0.0013041000838
('222 222', 'Cell: D', 'Condition2: TRS', 'Gene: SMARCAL1')	0.775423813842	4.28523093763	0.00130694331145
('223 223', 'Cell: D', 'Condition2: TRS', 'Gene: MPP4')	5.0655691828	0.764124770554	0.00132202521741
('224 224', 'Cell: D', 'Condition2: TRS', 'Gene: KLF10')	0.773068441362	4.86756108301	0.00132233452002
('225 225', 'Cell: D', 'Condition2: TRS', 'Gene: PPME1')	0.568268809136	5.36841735777	0.00139121514007
